posted_date,company_name,job_title,salary,position_level,qualification,years_of_experience,job_type,job_specialisation,industry,company_size
Posted on 9-Mar-22,PARAMIT MALAYSIA,Operator / Process Associates,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 6-Mar-22,NORTH METAL INDUSTRIAL,General Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted 12 hours ago,ECO WORLD WELLNESS,Head of Department Credit (Seberang Jaya),,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Human Resources",,
Posted on 10-Mar-22,LCL FROZEN FOOD MARKETING,Lorry Driver,,Not Specified,Not Specified,,Full-Time,"Others,General Work",Manufacturing / Production,1 - 50 Employees
Posted 12 hours ago,NTA Machining (M) Sdn Bhd,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",,
Posted 12 hours ago,POLYNIC INDUSTRIES SDN. BHD.,Shift Machine Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted 12 hours ago,Kosel Industries,General Worker,,Not Specified,Not Specified,,Full-Time,"Engineering,Mechanical",Manufacturing / Production,1 - 50 Employees
Posted on 5-Mar-22,ETAMAX SDN. BHD.,GENERAL WORKER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted 12 hours ago,Dynamic Network Resources,Packing Operators (Male & Female) - Perai Ftz,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 11 hours ago,AKS NIVAAS SDN. BHD.,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",,
Posted 12 hours ago,TIKABINA,GENERAL WORKERS,,Not Specified,Not Specified,,Full-Time,"Services,Armed Forces",,
Posted 12 hours ago,PERTUBUHAN PEMULIHAN DALAM KOMUNITI PERMATANG DAMAR LAUT,PEMULIHAN DALAM KOMUNITI PERMATANG DAMAR LAUT,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Allied Group Property Services Sdn Bhd,Accounts  Assistant,,Not Specified,Not Specified,,Contract,"Sales/Marketing,Sales - Corporate",Property / Real Estate,51 - 200 Employees
Posted 12 hours ago,FatHopes Energy,Usahawan Hijau (Pemandu Lori),,Not Specified,Not Specified,,Full-Time,"Others,General Work",Oil / Gas / Petroleum,51 - 200 Employees
Posted on 6-Mar-22,TBL INDUSTRIAL SUPPLY,GENERAL WORKER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Construction / Building / Engineering,1 - 50 Employees
Posted on 10-Mar-22,QUANTERM LOGISTICS,Sales Manager,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Telesales/Telemarketing",Transportation / Logistics,501 - 1000 Employees
Posted 11 hours ago,Han Kook Tapes,General Clerk,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Manufacturing / Production,1 - 50 Employees
Posted 12 hours ago,ASFAH BioEnergy,Pemandu Forklift,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Eng/Tech/IT",Retail / Merchandise,1 - 50 Employees
Posted 12 hours ago,RUHO CORPORATION,Data Entry Clerk,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Manufacturing / Production,51 - 200 Employees
Posted on 9-Mar-22,Hitachi Transport System (M) Sdn Bhd,ADMIN JUNIOR EXECUTIVE (PENANG),,Not Specified,Not Specified,,Full-Time,"Computer/Information Technology,IT-Network/Sys/DB Admin",Transportation / Logistics,201 - 500 Employees
Posted 11 hours ago,ETAMAX SDN. BHD.,MACHINE OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted 12 hours ago,Hanson Quarry Products,Foreman,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",Manufacturing / Production,1001 - 2000 Employees
Posted 11 hours ago,Ortho Solutions,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 6-Mar-22,IRIICHI,STORE OFFICER,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Quality Assurance",Electrical & Electronics,201 - 500 Employees
Posted on 4-Mar-22,DEXCOM (MALAYSIA) SDN. BHD.,Manufacturing Associate 3,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,2001 - 5000 Employees
Posted on 23-Feb-22,OZO PRESTIGE SDN. BHD.,Cargo Handler,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Banking / Financial Services,
Posted on 5-Mar-22,99 Speed Mart,Storekeeper(Penang),,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",General & Wholesale Trading,More than 5000 Employees
Posted on 23-Feb-22,OZO PRESTIGE SDN. BHD.,Driver cum Warehouse Assistant,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Banking / Financial Services,
Posted on 4-Mar-22,Kemikon,Operator,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 2-Mar-22,UNITED CENTRAL ALUMINIUM SUPPLIES S B,Lorry Driver,,Not Specified,Not Specified,,Full-Time,"Others,General Work",Manufacturing / Production,201 - 500 Employees
Posted on 24-Feb-22,PRODELCON,Production Superintendent,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 6-Mar-22,HAVANA TRADING,Operator / General worker,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Wood / Fibre / Paper,51 - 200 Employees
Posted on 4-Mar-22,SIW MANUFACTURING,Factory Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 5-Mar-22,IKEA,Health & Safety,,Not Specified,Not Specified,,Full-Time,"Engineering,Environmental",Retail / Merchandise,1 - 50 Employees
Posted on 5-Mar-22,Western Digital,Senior Vendor Workforce Management Specialist (REF6461D),,Not Specified,Not Specified,,Full-Time,"Computer/Information Technology,IT-Network/Sys/DB Admin",Electrical & Electronics,2001 - 5000 Employees
Posted on 23-Feb-22,PEN-CLASSIC INDUSTRIES,Store Executive,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted on 4-Mar-22,ETAMAX SDN. BHD.,STORE KEEPER,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Manufacturing / Production,1 - 50 Employees
Posted on 9-Mar-22,Continental Automotive Components Malaysia,Operator Pengeluaran (Wanita),,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1001 - 2000 Employees
Posted on 6-Mar-22,Western Digital,"Manager, Planning",,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Electrical & Electronics,2001 - 5000 Employees
Posted on 3-Mar-22,Intel,Manufacturing System Engineer,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 23-Feb-22,PERUSAHAAN IMPIAN MAJU,Production Clerk,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted on 22-Feb-22,BLUE TRIANGLE AIR CARGO,"Warehouse Assistant Prai (autocity,juru)",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted on 1-Mar-22,CG GLOBAL PROFASTEX MANUFACTURING,Repairer OR Debug Techinician,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Manufacturing / Production,1001 - 2000 Employees
Posted on 5-Mar-22,Intel,IP Verification Graduate Trainee,,Not Specified,Not Specified,,Internship,"Engineering,Electronics",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 21-Feb-22,See Hup Transport Co. Sdn Bhd,BUSINESS DEVELOPMENT OFFICER,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,201 - 500 Employees
Posted on 5-Mar-22,DSP INDUSTRY,STOREKEEPER,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Manufacturing / Production,1 - 50 Employees
Posted on 24-Feb-22,3D Instrumentation,PRODUCTION PLANNING CONTROL,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 8-Mar-22,TANIKA STEEL,MESIN OPERATOR,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Heavy Industrial / Machinery / Equipment,1 - 50 Employees
Posted on 3-Mar-22,Swiss Profile,Operator /  Factory Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 20-Feb-22,CONTAINERS LINK LOGISTICS,Internship For Management Trainee,,Not Specified,Not Specified,,Internship,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted on 25-Feb-22,HIL Industries,Shift Leader,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 7-Mar-22,Greatech Integration,CNC Machinist 1,,Not Specified,Not Specified,,Full-Time,"Engineering,Mechanical",Manufacturing / Production,501 - 1000 Employees
Posted on 15-Feb-22,ICHI BAN PLASTIC INDUTRIES,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 16-Feb-22,LAZADA EXPRESS (MALAYSIA) SDN. BHD.,Car Driver in Butterworth,,Not Specified,Not Specified,,Part-Time,"Services,Customer Service",Others,201 - 500 Employees
Posted on 16-Feb-22,Amee Philips,General Worker,,Not Specified,Not Specified,,Full-Time,"Others,General Work",Gems / Jewellery,1 - 50 Employees
Posted on 20-Feb-22,Amphenol TCS,OPERATOR PENGELUARAN,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Manufacturing / Production,501 - 1000 Employees
Posted on 9-Mar-22,Season Malaysia Manufacturing,Technical Project Manager,,Not Specified,Not Specified,,Full-Time,"Engineering,Electrical",Manufacturing / Production,51 - 200 Employees
Posted on 19-Feb-22,MAHMOOD SECURITY,Cctv Officer,,Not Specified,Not Specified,,Full-Time,"Services,Armed Forces",Environment/Health/Safety,
Posted on 9-Mar-22,Season Malaysia Manufacturing,NPI Specialist,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Manufacturing / Production,51 - 200 Employees
Posted on 16-Feb-22,TS Tonson Marketing,Furniture Lorry Driver Colleague,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Manufacturing / Production,1 - 50 Employees
Posted on 17-Feb-22,Engsheng Die Cut Mould,"Pemandu Kereta, Pemandu Motosakal",,Not Specified,Not Specified,,Full-Time,"Others,General Work",Manufacturing / Production,1 - 50 Employees
Posted on 2-Mar-22,SAFE TRUCK SDN. BHD.,Wiring Technician,,Not Specified,Not Specified,,Full-Time,"Engineering,Mechanical",Accounting / Audit / Tax Services,1 - 50 Employees
Posted on 17-Feb-22,Grov Design Studio,Admin Executive/Officer (Madarin Speaking),,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Others,
Posted on 21-Feb-22,DEXCOM (MALAYSIA) SDN. BHD.,Janitorial Lead,,Not Specified,Not Specified,,Full-Time,"Others,General Work",Manufacturing / Production,2001 - 5000 Employees
Posted on 3-Mar-22,J&T EXPRESS (MALAYSIA) SDN. BHD. -PENANG,Branding Assistant Manager,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Transportation / Logistics,More than 5000 Employees
Posted on 18-Feb-22,GLOBAL TEAMGROUP,Operator Assembly/SMT Kilang Elektronik,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted on 18-Feb-22,GLOBAL TEAMGROUP,HR Clerk,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Manufacturing / Production,1 - 50 Employees
Posted on 18-Feb-22,Flex,Program Administrator,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Electrical & Electronics,1 - 50 Employees
Posted on 27-Feb-22,J&T EXPRESS (MALAYSIA) SDN. BHD. -PENANG,HR Admin,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Human Resources",Transportation / Logistics,More than 5000 Employees
Posted on 10-Mar-22,Greatech Integration,HR & Admin Executive (Recruitment),,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Human Resources",Manufacturing / Production,501 - 1000 Employees
Posted 12 hours ago,BRISDAC TECHNOLOGY,Production Trainee,,Not Specified,Not Specified,,Full-Time,"Engineering,Mechanical",Manufacturing / Production,51 - 200 Employees
Posted on 18-Feb-22,VICTORY FARM AT ROOFTOP SDN. BHD.,Corporate Sales Manager,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Marketing/Business Dev",Agricultural / Plantation / Poultry / Fisheries,1 - 50 Employees
Posted on 16-Feb-22,S.H. BUTTERWORTH ENGINEERING SDN. BHD.,Pemandu Peribadi,,Not Specified,Not Specified,,Full-Time,"Others,General Work",Construction / Building / Engineering,1 - 50 Employees
Posted on 5-Mar-22,Western Digital,"Technician 2, Customer Factory Experience",,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Electrical & Electronics,2001 - 5000 Employees
Posted on 16-Feb-22,Derwin Industries,Service Tecnician,,Not Specified,Not Specified,,Full-Time,"Engineering,Environmental",Environment/Health/Safety,1 - 50 Employees
Posted on 18-Feb-22,OMEGA SPARKLES SDN. BHD.,Admin Clerk & Delivery Coordinator,,Not Specified,Not Specified,,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Retail / Merchandise,
Posted on 3-Mar-22,Emico Penang,Procurement Manager,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,201 - 500 Employees
Posted on 11-Mar-22,Miraku,Assistant Restaurant Manager,,Not Specified,Not Specified,,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Food & Beverage / Catering / Restaurant,1001 - 2000 Employees
Posted on 13-Mar-22,BAGAN AUTO PARTS SDN BHD.,Pekerja Stor,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Automobile / Automotive Ancillary / Vehicle,1 - 50 Employees
Posted on 5-Mar-22,CENTRAL ELASTIC CORPORATION,Storehand,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Polymer / Plastic / Rubber / Tyres,51 - 200 Employees
Posted 11 hours ago,ENG TEKNOLOGI,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 13-Mar-22,RED POINT SIGNCRAFT,operator,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",Advertising / Marketing / Promotion / PR,1 - 50 Employees
Posted on 8-Mar-22,IBIDEN Electronics Malaysia,Schedule Waste Techincian,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,501 - 1000 Employees
Posted on 11-Mar-22,BREAD HISTORY,Customer Service Officer,,Not Specified,Not Specified,,Full-Time,"Services,Customer Service",Food & Beverage / Catering / Restaurant,201 - 500 Employees
Posted 12 hours ago,Pelita Samudra Pertama,Cook,,Not Specified,Not Specified,,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",,
Posted 12 hours ago,SENG AUTO GARAGE (M) SDN BHD,Sales Support Assistant,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Corporate",,
Posted 12 hours ago,Knights Engineering 201001032023 (915946-P),Sales Admin Coordinator,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Sales - Corporate",Electrical & Electronics,1 - 50 Employees
Posted on 9-Mar-22,G-Tek Electronics,Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,201 - 500 Employees
Posted on 5-Mar-22,Danapac Industries,Production Line Leader,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Polymer / Plastic / Rubber / Tyres,1 - 50 Employees
Posted 12 hours ago,A ONE FITNESS & GYM,Gym Coordinator,,Not Specified,Not Specified,,Full-Time,"Services,Personal Care",,
Posted 11 hours ago,Lam Research,Product Change Analyst 4,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",,
Posted on 10-Mar-22,Opulent Solutions,Factory Worker,,Not Specified,Not Specified,,Full-Time,"Engineering,Electrical",Manufacturing / Production,201 - 500 Employees
Posted 12 hours ago,Daviscomms,ASSISTANT ENGINEERING MANAGER,,Not Specified,Not Specified,,Full-Time,"Engineering,Electronics",Electrical & Electronics,51 - 200 Employees
Posted on 3-Mar-22,3D Instrumentation,Production Planning Control,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 13-Mar-22,Intradeco,CONVENTIONAL MILING & TURNING,,Not Specified,Not Specified,,Contract,"Manufacturing,Manufacturing",Computer/Information Technology (Hardware),51 - 200 Employees
Posted on 8-Mar-22,PEN-CLASSIC INDUSTRIES,Extrusion Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted 13 hours ago,LEAN WAH TYRE RETREADS SDN BHD,operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Maintenance",,
Posted on 13-Mar-22,CITY ZONE EXPRESS,Workshop Assistant,,Not Specified,Not Specified,,Full-Time,"Engineering,Mechanical",Transportation / Logistics,51 - 200 Employees
Posted 11 hours ago,MYwave,System Implementation Consultant,,Not Specified,Not Specified,,Full-Time,"Computer/Information Technology,IT-Software",Computer / Information Technology (Software),1 - 50 Employees
Posted on 7-Mar-22,Qdos Flexcircuits,ManufacturingTechnician,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,201 - 500 Employees
Posted on 7-Mar-22,Plexus,Administrator II - Tactical Materials,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted 12 hours ago,Sim Air-Conditioning Engineering,General Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Construction / Building / Engineering,1 - 50 Employees
Posted 12 hours ago,Pong Advance Marketing,Store Keeper,,Not Specified,Not Specified,,,"Manufacturing,Purchasing/Material Mgmt",,
Posted 12 hours ago,HONG SENG ASSEMBLY,Safety and Health Officer,,Not Specified,Not Specified,,Full-Time,"Hotel/Restaurant,Food/Beverage/Restaurant",Automobile / Automotive Ancillary / Vehicle,201 - 500 Employees
